"geoid","location","total_population","percent_unemployed","percent_poverty_150","severe_housing_burden","median_income"
"53033023801","Census Tract 238.01; King County; Washington",3307,0.0391260162601626,0.064408829755065,0.11287254280279,14.0375
"53033023805","Census Tract 238.05; King County; Washington",3877,0.0310233682514102,0.0864070157338148,0.157298474945534,17.0134
"53033023806","Census Tract 238.06; King County; Washington",4006,0.048448936911816,0.0757575757575758,0.15459723352319,16.8782
"53033023807","Census Tract 238.07; King County; Washington",5905,0.0302804666170266,0.0525955113928388,0.0987234042553192,20.0428
"53033023808","Census Tract 238.08; King County; Washington",2372,0.0824146981627297,0.15008431703204,0.153184165232358,15.0438
"53033023901","Census Tract 239.01; King County; Washington",4678,0.0527568425228084,0.082727661393758,0.173622704507513,17.3365
"53033023902","Census Tract 239.02; King County; Washington",2709,0.0166414523449319,0.032484311554079,0.224289911851126,25.0001
"53033024001","Census Tract 240.01; King County; Washington",4566,0.015631601182932,0.077748576434516,0.196900114810563,17.1146
"53033024002","Census Tract 240.02; King County; Washington",4184,0.0544987146529563,0.121175908221797,0.240844196151459,16.641
"53033024100","Census Tract 241; King County; Washington",4606,0.0376051459673429,0.0395136778115502,0.21531375935521,25.0001
"53033024200","Census Tract 242; King County; Washington",2928,0.0284090909090909,0.0881147540983607,0.233663366336634,25.0001
"53033024301","Census Tract 243.01; King County; Washington",5088,0.0327039784221173,0.0806806806806807,0.165223665223665,11.3824
"53033024302","Census Tract 243.02; King County; Washington",3744,0.048444976076555,0.0339209401709402,0.149109792284866,25.0001
"53033024400","Census Tract 244; King County; Washington",3252,0.0315712187958884,0.0835663249456353,0.229166666666667,13.2625
"53033024500","Census Tract 245; King County; Washington",4966,0.0343496719413354,0.0384694086351545,0.0846590909090909,25.0001
"53033024601","Census Tract 246.01; King County; Washington",4772,0.00628140703517588,0.0389773679798826,0.0932153392330383,25.0001
"53033024602","Census Tract 246.02; King County; Washington",3485,0.0351418002466091,0.0556671449067432,0.131996658312448,25.0001
"53033024701","Census Tract 247.01; King County; Washington",3721,0.0577599196383727,0.11394786347756,0.167019027484144,15.2528
"53033024703","Census Tract 247.03; King County; Washington",4075,0.044404973357016,0.0619926199261993,0.120590121872996,21.3309
"53033024704","Census Tract 247.04; King County; Washington",4214,0.070840197693575,0.231536452149133,0.120810055865922,18.0625
"53033024800","Census Tract 248; King County; Washington",6459,0.0177276390008058,0.1408516612073,0.224081632653061,13.4038
"53033024901","Census Tract 249.01; King County; Washington",4849,0.0361972951471758,0.0780215231788079,0.116207951070336,21.9539
"53033024902","Census Tract 249.02; King County; Washington",4349,0.0337028824833703,0.0611634858588181,0.111032531824611,24.25
"53033024904","Census Tract 249.04; King County; Washington",2909,0.0407589599437807,0.0822719449225473,0.083743842364532,25.0001
"53033024905","Census Tract 249.05; King County; Washington",3796,0.0383403361344538,0.0542676501580611,0.10263720598717,24.0568
"53033025001","Census Tract 250.01; King County; Washington",5599,0.0676613462873005,0.129844615109841,0.206195099398983,16.7917
"53033025005","Census Tract 250.05; King County; Washington",6352,0.0446685878962536,0.127833753148615,0.181203007518797,15.5855
"53033025006","Census Tract 250.06; King County; Washington",6731,0.0371127995324372,0.120764293178086,0.180126535169334,18.6278
"53033025007","Census Tract 250.07; King County; Washington",4791,0.0191131498470948,0.118555625130453,0.22173193601765,14.0685
"53033025008","Census Tract 250.08; King County; Washington",2533,0.0476878612716763,0.0335570469798658,0.0763888888888889,25.0001
"53033025101","Census Tract 251.01; King County; Washington",6208,0.0274243709358213,0.0921905379131562,0.136538461538462,12.8447
"53033025103","Census Tract 251.03; King County; Washington",4243,0.0288149350649351,0.112184774923403,0.167994687915007,13.9167
"53033025104","Census Tract 251.04; King County; Washington",4358,0.00932286555446516,0.0293712712253327,0.0667189952904239,19.064
"53033025201","Census Tract 252.01; King County; Washington",3807,0.0570155902004454,0.119254005778828,0.184478371501272,12.6786
"53033025202","Census Tract 252.02; King County; Washington",4609,0.0100563153660499,0.103059231937514,0.0603537981269511,12.0359
"53033025302","Census Tract 253.02; King County; Washington",4921,0.0216773276474769,0.275439313445035,0.28504359490275,5.8243
"53033025303","Census Tract 253.03; King County; Washington",2527,0.0391184573002755,0.203490678302261,0.236739974126779,8.3792
"53033025304","Census Tract 253.04; King County; Washington",4153,0.0708661417322835,0.109924775539918,0.121827411167513,13.0521
"53033025401","Census Tract 254.01; King County; Washington",3764,0.0535714285714286,0.285436893203883,0.205373134328358,7.4067
"53033025402","Census Tract 254.02; King County; Washington",3486,0.0271139705882353,0.147237489152444,0.183613752743233,10.1864
"53033025500","Census Tract 255; King County; Washington",5487,0.047972972972973,0.205838876570584,0.2392578125,7.88
"53033025601","Census Tract 256.01; King County; Washington",5425,0.0507152145643693,0.0958371877890842,0.133367662203913,9.25
"53033025602","Census Tract 256.02; King County; Washington",6758,0.0938852813852814,0.0356030262572319,0.0513851653261841,16.776
"53033025702","Census Tract 257.02; King County; Washington",3448,0.0823468862583634,0.0825313502478857,0.0874587458745875,13.9609
"53033025703","Census Tract 257.03; King County; Washington",3272,0.0459459459459459,0.265586797066015,0.251548946716233,8.4346
"53033025704","Census Tract 257.04; King County; Washington",3999,0.0103734439834025,0.241560390097524,0.0600732600732601,10.0422
"53033025803","Census Tract 258.03; King County; Washington",5153,0.105349524122087,0.159518726955172,0.203494926719278,8.3284
"53033025804","Census Tract 258.04; King County; Washington",3761,0.0193693693693694,0.0645850013344009,0.116981132075472,9.8281
"53033025805","Census Tract 258.05; King County; Washington",5134,0.0582464745554874,0.12290611608882,0.130301705290774,9.7161
"53033025806","Census Tract 258.06; King County; Washington",5037,0.0417014178482068,0.207861822513401,0.251651982378855,9.075
"53033026001","Census Tract 260.01; King County; Washington",5946,0.0344410876132931,0.12108980827447,0.191459408728297,12.0813
"53033026003","Census Tract 260.03; King County; Washington",4290,0.104419621175328,0.333100233100233,0.361313868613139,7.1429
"53033026004","Census Tract 260.04; King County; Washington",4321,0.077541181197268,0.125799573560768,0.276551724137931,10.8125
"53033026101","Census Tract 261.01; King County; Washington",3726,0.061277705345502,0.135397039030956,0.180592991913747,9.1823
"53033026102","Census Tract 261.02; King County; Washington",4016,0.119612068965517,0.325107025938051,0.384943181818182,5.7092
"53033026200","Census Tract 262; King County; Washington",5618,0.0575502928444105,0.134772356248866,0.173633440514469,7.6399
"53033026300","Census Tract 263; King County; Washington",1717,0.102088167053364,0.217821782178218,0.183206106870229,8.9483
"53033026400","Census Tract 264; King County; Washington",5844,0.0484536082474227,0.305189244733687,0.215629522431259,7.9378
"53033026500","Census Tract 265; King County; Washington",4282,0.0811142974190905,0.217166979362101,0.112309644670051,8.5952
"53033026600","Census Tract 266; King County; Washington",2201,0.020979020979021,0.0754202635165834,0.131185270425777,11.625
"53033026700","Census Tract 267; King County; Washington",6265,0.126509853782581,0.190944247502417,0.208678693320332,10.1836
"53033026801","Census Tract 268.01; King County; Washington",5997,0.0324324324324324,0.23911955977989,0.195624737063525,8.2434
"53033026802","Census Tract 268.02; King County; Washington",6279,0.0558101914262604,0.141583054626533,0.192,8.5284
"53033027000","Census Tract 270; King County; Washington",3293,0.0697558545092177,0.0522320072881871,0.0461672473867596,11.3611
"53033027100","Census Tract 271; King County; Washington",4334,0.10251954821894,0.295050456511293,0.26946933149552,7.2386
"53033027200","Census Tract 272; King County; Washington",3086,0.0336351875808538,0.219164456233422,0.183381088825215,7.9871
"53033027300","Census Tract 273; King County; Washington",7194,0.050949050949051,0.210175145954962,0.192577733199599,11.0147
"53033027400","Census Tract 274; King County; Washington",5314,0.0737327188940092,0.144364869958538,0.142698500832871,9.4617
"53033027500","Census Tract 275; King County; Washington",5001,0.0348472983555208,0.184401576436424,0.219027705175118,7.8926
"53033027600","Census Tract 276; King County; Washington",4243,0.0808943089430894,0.242734635540734,0.190157958687728,9.3649
"53033027701","Census Tract 277.01; King County; Washington",5180,0.106194690265487,0.175552922590837,0.210179076343073,10.8101
"53033027702","Census Tract 277.02; King County; Washington",4754,0.0370872908186341,0.0881363062684056,0.155490767735666,13.0625
"53033027800","Census Tract 278; King County; Washington",3384,0.0186335403726708,0.0498072932107916,0.0901875901875902,16.3182
"53033027901","Census Tract 279.01; King County; Washington",4257,0.0942556634304207,0.190677966101695,0.13125,14
"53033027902","Census Tract 279.02; King County; Washington",3250,0.0179640718562874,0.242733457019171,0.13679508654383,7.3393
"53033028000","Census Tract 280; King County; Washington",3538,0.0486746987951807,0.203560149296583,0.198232323232323,8.5482
"53033028100","Census Tract 281; King County; Washington",3043,0.0971428571428571,0.157081827144266,0.239087301587302,6.8284
"53033028200","Census Tract 282; King County; Washington",5049,0.0580083789880761,0.143311468892864,0.158401540683678,6.8702
"53033028300","Census Tract 283; King County; Washington",5902,0.0557572614107884,0.0696213278994736,0.103242320819113,11.57
"53033028402","Census Tract 284.02; King County; Washington",6158,0.0822707953855495,0.254965809182677,0.165229232864276,8.2256
"53033028403","Census Tract 284.03; King County; Washington",6222,0.102755453501722,0.241157556270096,0.167839549612949,6.1188
"53033028500","Census Tract 285; King County; Washington",4309,0.089891975308642,0.139939661174286,0.148910411622276,9.8478
"53033028600","Census Tract 286; King County; Washington",6631,0.0234712785670167,0.0895817490494297,0.137316976652157,15.8482
"53033028700","Census Tract 287; King County; Washington",4974,0.054531490015361,0.0576612903225806,0.136711844431349,13.2207
"53033028801","Census Tract 288.01; King County; Washington",3477,0.043046357615894,0.104616687844134,0.174199623352166,7.1682
"53033028802","Census Tract 288.02; King County; Washington",7389,0.0571506699480448,0.282751991211206,0.223669519910681,5.9208
"53033028901","Census Tract 289.01; King County; Washington",3687,0.11614730878187,0.162000543625985,0.2705112960761,8.614
"53033028902","Census Tract 289.02; King County; Washington",7428,0.071374527112232,0.404263986963607,0.321441982726249,5.7651
"53033029001","Census Tract 290.01; King County; Washington",3833,0.054921152800435,0.091271953166578,0.20048163756773,10.5087
"53033029003","Census Tract 290.03; King County; Washington",6190,0.0459987397605545,0.143714517437145,0.101015228426396,9.697
"53033029004","Census Tract 290.04; King County; Washington",4620,0.180923866552609,0.520199826238054,0.326120556414219,4.7988
"53033029101","Census Tract 291.01; King County; Washington",4544,0.0833333333333333,0.192781690140845,0.15009874917709,11.1298
"53033029102","Census Tract 291.02; King County; Washington",5578,0.0196284612688398,0.295644114921223,0.166344294003868,9.7589
"53033029203","Census Tract 292.03; King County; Washington",4407,0.0613045610593428,0.330053191489362,0.214331826985152,7.6597
"53033029205","Census Tract 292.05; King County; Washington",4813,0.081447963800905,0.207162190297731,0.149686141960406,8.9132
"53033029206","Census Tract 292.06; King County; Washington",5060,0.148864905098623,0.354743083003953,0.404494382022472,5.1875
"53033029207","Census Tract 292.07; King County; Washington",2701,0.0288397048960429,0.189559422436135,0.107027027027027,12.3487
"53033029208","Census Tract 292.08; King County; Washington",4363,0.0718737017033652,0.167515151515152,0.329290479078229,7.1538
"53033029304","Census Tract 293.04; King County; Washington",5238,0.0418163998693237,0.137672811059908,0.118268215417107,13.6111
"53033029305","Census Tract 293.05; King County; Washington",4884,0.0522469857508221,0.103837471783296,0.0724269377382465,11.9444
"53033029306","Census Tract 293.06; King County; Washington",3640,0.0422234099412079,0.29532967032967,0.139020537124803,11.75
"53033029307","Census Tract 293.07; King County; Washington",4031,0.0411167512690355,0.0710735586481113,0.110138584974471,11.6875
"53033029308","Census Tract 293.08; King County; Washington",3522,0.101134681795757,0.0837592277115275,0.12265625,11.6316
"53033029309","Census Tract 293.09; King County; Washington",5413,0.0284406668846028,0.106106294760648,0.116166505324298,11.2588
"53033029403","Census Tract 294.03; King County; Washington",5718,0.0671102111657507,0.106274233345083,0.151781786185658,11.1989
"53033029405","Census Tract 294.05; King County; Washington",5564,0.103404791929382,0.121520829543387,0.0667031164570804,14.5721
"53033029406","Census Tract 294.06; King County; Washington",4680,0.0466190676186476,0.205724123090166,0.125906394199077,12.8259
"53033029407","Census Tract 294.07; King County; Washington",5047,0.0114085125054849,0.297133629390392,0.237132352941176,6.7313
"53033029408","Census Tract 294.08; King County; Washington",4633,0.111259160559627,0.175480250377725,0.19481302774427,7.5703
"53033029504","Census Tract 295.04; King County; Washington",6676,0.0393135725429017,0.0953386634484839,0.182201602699283,9.3786
"53033029505","Census Tract 295.05; King County; Washington",4348,0.0230357877416701,0.190202391904324,0.302465023317788,6.6381
"53033029506","Census Tract 295.06; King County; Washington",4461,0.0755750273822563,0.247478143913921,0.176174496644295,6.4664
"53033029507","Census Tract 295.07; King County; Washington",3052,0.0183431952662722,0.0842070773263434,0.122554067971164,13.4871
"53033029508","Census Tract 295.08; King County; Washington",4298,0.138449367088608,0.027589431844751,0.0569823434991974,12.6875
"53033029602","Census Tract 296.02; King County; Washington",7603,0.0586145648312611,0.0443479405184893,0.0833333333333333,15.3819
"53033029603","Census Tract 296.03; King County; Washington",4124,0.0275699094131548,0.0933559650824442,0.133333333333333,12.5766
"53033029604","Census Tract 296.04; King County; Washington",3657,0.167751627441162,0.216201271772187,0.0347490347490347,8.5
"53033029701","Census Tract 297.01; King County; Washington",4932,0.0765191297824456,0.160262995685227,0.177115987460815,7.3182
"53033029702","Census Tract 297.02; King County; Washington",3420,0.0481663929939792,0.133172642362157,0.179793158313445,8.7285
"53033029803","Census Tract 298.03; King County; Washington",4550,0.0327214684756584,0.207239020083867,0.147939017504235,9.1691
"53033029804","Census Tract 298.04; King County; Washington",4556,0.101174687381584,0.066607851786502,0.13260730301089,13.5018
"53033029805","Census Tract 298.05; King County; Washington",5302,0.0571210967250571,0.256129762353829,0.147770700636943,10.5
"53033029806","Census Tract 298.06; King County; Washington",5677,0.0400425230333097,0.214890613973183,0.149094781682641,9.8657
"53033029901","Census Tract 299.01; King County; Washington",5520,0.0408781226343679,0.201363301400147,0.14260666277031,10.8239
"53033029902","Census Tract 299.02; King County; Washington",5469,0.0624137931034483,0.0553214874519143,0.0858862144420131,14.3
"53033030003","Census Tract 300.03; King County; Washington",7445,0.130036188178528,0.215390879478827,0.138461538461538,10.8516
"53033030005","Census Tract 300.05; King County; Washington",6369,0.083763937992929,0.234886649874055,0.119496855345912,10
"53033030006","Census Tract 300.06; King County; Washington",4830,0.0557958477508651,0.38309503784693,0.320636725412166,5.5777
"53033030007","Census Tract 300.07; King County; Washington",3680,0.126231527093596,0.551086956521739,0.333077513430545,5.101
"53033030008","Census Tract 300.08; King County; Washington",4463,0.0569236980218006,0.210072595281307,0.229594523433386,7.8189
"53033030101","Census Tract 301.01; King County; Washington",3881,0.0202816901408451,0.1857768616336,0.17616191904048,12.3298
"53033030102","Census Tract 301.02; King County; Washington",3336,0.0214205186020293,0.0356714628297362,0.121489222730242,12.7173
"53033030201","Census Tract 302.01; King County; Washington",5838,0.0749824807288017,0.167523124357657,0.169525731584258,9.0814
"53033030203","Census Tract 302.03; King County; Washington",4584,0.132432432432432,0.36006117544243,0.316403568977351,6.1378
"53033030204","Census Tract 302.04; King County; Washington",4132,0.0836776859504132,0.221970269589317,0.117090909090909,9.5576
"53033030304","Census Tract 303.04; King County; Washington",4390,0.0265230004144219,0.195899772209567,0.0632818248712288,9.2031
"53033030305","Census Tract 303.05; King County; Washington",5316,0.0122824974411464,0.0539874976321273,0.135019083969466,12.6017
"53033030306","Census Tract 303.06; King County; Washington",5324,0.0467322557976107,0.0590225563909774,0.0746681415929204,12.75
"53033030308","Census Tract 303.08; King County; Washington",5619,0.0339635854341737,0.232840078445356,0.224817518248175,8.2074
"53033030309","Census Tract 303.09; King County; Washington",5867,0.0142934196332255,0.17674661105318,0.158044806517312,8.1733
"53033030310","Census Tract 303.10; King County; Washington",6723,0.0549341287596321,0.160137047519738,0.180604982206406,10.75
"53033030311","Census Tract 303.11; King County; Washington",5544,0.0466926070038911,0.200937950937951,0.0821316614420063,10.9909
"53033030312","Census Tract 303.12; King County; Washington",5164,0.0442141623488774,0.140861466821886,0.154244306418219,8.7972
"53033030313","Census Tract 303.13; King County; Washington",5029,0.0709076175040519,0.250302297460701,0.278415015641293,6.1364
"53033030314","Census Tract 303.14; King County; Washington",4563,0.0249125874125874,0.253704535249214,0.201279317697228,6.879
"53033030403","Census Tract 304.03; King County; Washington",5039,0.0443349753694581,0.0272908366533865,0.180459770114943,10.162
"53033030404","Census Tract 304.04; King County; Washington",4781,0.081059707394227,0.155890353630467,0.102122015915119,12.2188
"53033030405","Census Tract 304.05; King County; Washington",3884,0.0345635618043351,0.0267765190525232,0.0672757475083056,10.875
"53033030406","Census Tract 304.06; King County; Washington",3095,0.0725190839694656,0.0638780804150454,0.151785714285714,12.5595
"53033030407","Census Tract 304.07; King County; Washington",2599,0.0683424980361351,0.201616006156214,0.134057971014493,10.0727
"53033030501","Census Tract 305.01; King County; Washington",2999,0.143993635640414,0.374603174603175,0.374423963133641,3.3423
"53033030503","Census Tract 305.03; King County; Washington",6776,0.0720350588879759,0.148574893875076,0.137703646237393,9.5278
"53033030504","Census Tract 305.04; King County; Washington",5636,0.037914691943128,0.214998218738867,0.153326904532305,8.2227
"53033030600","Census Tract 306; King County; Washington",4900,0.102710413694722,0.119975389663659,0.150924537731134,9.0972
"53033030700","Census Tract 307; King County; Washington",4216,0.0729517396184063,0.163408158339368,0.242316784869976,7.3333
"53033030801","Census Tract 308.01; King County; Washington",7310,0.0773067331670823,0.202773925104022,0.170480035890534,7.2993
"53033030802","Census Tract 308.02; King County; Washington",4454,0.0501672240802676,0.260683760683761,0.194993412384717,8.1688
"53033030901","Census Tract 309.01; King County; Washington",4143,0.0846715328467153,0.166304610185856,0.138474295190713,8.5
"53033030902","Census Tract 309.02; King County; Washington",5918,0.0488958990536278,0.163737749239608,0.171239837398374,11.5688
"53033031000","Census Tract 310; King County; Washington",4872,0.0296678490809416,0.0396141215106732,0.0905489530277306,13.7157
"53033031101","Census Tract 311.01; King County; Washington",4112,0.0823529411764706,0.182374541003672,0.201137171286425,8.1142
"53033031102","Census Tract 311.02; King County; Washington",3092,0.0554962646744931,0.205354227881162,0.129738837405223,8.3368
"53033031202","Census Tract 312.02; King County; Washington",6064,0.077698916697796,0.157922168172342,0.0574534161490683,11.0986
"53033031204","Census Tract 312.04; King County; Washington",6109,0.0486522024983563,0.0425008204791598,0.122412241224122,14.125
"53033031206","Census Tract 312.06; King County; Washington",5514,0.0561547043510599,0.143177151390704,0.179439252336449,10.1555
"53033031207","Census Tract 312.07; King County; Washington",4650,0.0531189083820663,0.303440860215054,0.260975609756098,10.45
"53033031208","Census Tract 312.08; King County; Washington",4365,0.0413313825896123,0.0973654066437572,0.0783176214648296,10.9732
"53033031301","Census Tract 313.01; King County; Washington",2041,0.0543032786885246,0.0720235178833905,0.116407982261641,12.0658
"53033031302","Census Tract 313.02; King County; Washington",4529,0.0198395947657239,0.121881209980128,0.158460667798529,12.3699
"53033031400","Census Tract 314; King County; Washington",5990,0.0484916831124894,0.0736717025971821,0.098421926910299,12.2436
"53033031501","Census Tract 315.01; King County; Washington",4066,0.0229580573951435,0.0160295930949445,0.0412011173184358,14.4773
"53033031502","Census Tract 315.02; King County; Washington",5386,0.0380883938196191,0.164857784431138,0.114496314496314,11.3345
"53033031601","Census Tract 316.01; King County; Washington",5961,0.0246024602460246,0.0837107867807415,0.0990384615384615,13.0739
"53033031603","Census Tract 316.03; King County; Washington",7941,0.0188240762258889,0.0360156151618184,0.0843033509700176,14.4573
"53033031604","Census Tract 316.04; King County; Washington",5824,0.0308686288585786,0.0377747252747253,0.0827549386011746,14.4879
"53033031605","Census Tract 316.05; King County; Washington",3973,0.0129434324065197,0.0309589730682104,0.0948217888365837,14.675
"53033031704","Census Tract 317.04; King County; Washington",6585,0.036491873658387,0.155760368663594,0.156739811912226,11.7674
"53033031705","Census Tract 317.05; King County; Washington",4349,0.0640512409927942,0.0491009681881051,0.101214574898785,16.125
"53033031707","Census Tract 317.07; King County; Washington",3211,0.0174454828660436,0.0956088445966988,0.314586994727592,12.0179
"53033031708","Census Tract 317.08; King County; Washington",4053,0.0299277605779154,0.143844066123859,0.21993769470405,9.1688
"53033031709","Census Tract 317.09; King County; Washington",3587,0.0360401459854015,0.112350153331475,0.0932994062765055,14.2684
"53033031710","Census Tract 317.10; King County; Washington",4733,0.0689972401103956,0.0648637227973801,0.220062695924765,11.9549
"53033031800","Census Tract 318; King County; Washington",5190,0.0315525277877375,0.0773683195060776,0.128310771041789,13.9583
"53033031904","Census Tract 319.04; King County; Washington",3524,0.0488940628637951,0.0647378974505872,0.0889423076923077,13.4858
"53033031906","Census Tract 319.06; King County; Washington",4163,0.0130434782608696,0.084749938408475,0.115473441108545,13.8375
"53033031908","Census Tract 319.08; King County; Washington",4099,0.0638902035021297,0.211271041717492,0.261863922241281,7.7596
"53033031909","Census Tract 319.09; King County; Washington",2691,0.0670778720123362,0.172632363907532,0.10267471958585,10.3906
"53033031910","Census Tract 319.10; King County; Washington",3875,0.0951035781544256,0.0451612903225806,0.0630171865054106,12.425
"53033031911","Census Tract 319.11; King County; Washington",3470,0.0228758169934641,0.035184646699622,0.0818330605564648,15.7851
"53033031912","Census Tract 319.12; King County; Washington",4113,0.0553121577217963,0.160078086871645,0.227952167414051,10.4523
"53033031913","Census Tract 319.13; King County; Washington",3969,0.0713170223841749,0.0272108843537415,0.115833333333333,17.2656
"53033032002","Census Tract 320.02; King County; Washington",2821,0.0110041265474553,0.0365118752215526,0.0804369414101291,13.9111
"53033032003","Census Tract 320.03; King County; Washington",5326,0.0171139634383508,0.0604747550866616,0.116325511732401,15.9125
"53033032005","Census Tract 320.05; King County; Washington",7278,0.0115698133052853,0.115416323165705,0.0812913263321665,13.2484
"53033032006","Census Tract 320.06; King County; Washington",5300,0.0292562566090941,0.0195929237207533,0.114210526315789,12.5694
"53033032007","Census Tract 320.07; King County; Washington",4163,0.0517873510540788,0.137656702025072,0.12093023255814,18.3929
"53033032008","Census Tract 320.08; King County; Washington",4873,0.116749174917492,0.0580127545772475,0.0590142671854734,14.2153
"53033032010","Census Tract 320.10; King County; Washington",6626,0.0155270229919379,0.0754603078780561,0.164025695931478,15.7902
"53033032011","Census Tract 320.11; King County; Washington",4717,0.0583079268292683,0.0992156031375875,0.147058823529412,17.4792
"53033032102","Census Tract 321.02; King County; Washington",4973,0.0619641465315666,0.0950832994717594,0.078523140925637,16.5341
"53033032103","Census Tract 321.03; King County; Washington",5934,0.0508387096774194,0.0850843954529797,0.173757597425813,12.1685
"53033032104","Census Tract 321.04; King County; Washington",6253,0.0293863439930856,0.100633014121084,0.104329896907217,14.0219
"53033032207","Census Tract 322.07; King County; Washington",3723,0.00334448160535117,0.0572119258662369,0.111547525530244,22.043
"53033032211","Census Tract 322.11; King County; Washington",5227,0.051605504587156,0.0422804668069638,0.129279811097993,19.1667
"53033032213","Census Tract 322.13; King County; Washington",4775,0.025974025974026,0.0553459119496855,0.0740037950664137,25.0001
"53033032215","Census Tract 322.15; King County; Washington",5922,0.0173857050869285,0.0212765957446809,0.117710583153348,25.0001
"53033032216","Census Tract 322.16; King County; Washington",5255,0.0548262548262548,0.140057088487155,0.151986183074266,24.9456
"53033032217","Census Tract 322.17; King County; Washington",4032,0.043684710351377,0.0322420634920635,0.0381086803105152,24.8125
"53033032218","Census Tract 322.18; King County; Washington",6050,0.0316259883121348,0.0546901456146292,0.129313929313929,17.0956
"53033032219","Census Tract 322.19; King County; Washington",4240,0.0561507203546361,0.0540094339622642,0.15758547008547,18.6101
"53033032220","Census Tract 322.20; King County; Washington",8777,0.0238998482549317,0.0677500572213321,0.148485660680783,16.9917
"53033032221","Census Tract 322.21; King County; Washington",6173,0.0137362637362637,0.0557729941291585,0.130032392410921,25.0001
"53033032222","Census Tract 322.22; King County; Washington",4250,0.0301091456529921,0.10566762728146,0.200584795321637,14.4265
"53033032223","Census Tract 322.23; King County; Washington",4353,0.0282810428634556,0.0147025040202159,0.060188542422045,22.2847
"53033032224","Census Tract 322.24; King County; Washington",2804,0.0186206896551724,0.0238944365192582,0.0360144057623049,25.0001
"53033032225","Census Tract 322.25; King County; Washington",3824,0.00712830957230143,0.0738800104794341,0.148514851485149,18.4625
"53033032307","Census Tract 323.07; King County; Washington",6396,0.0312920592193809,0.0858348968105066,0.128976034858388,15.9181
"53033032311","Census Tract 323.11; King County; Washington",5925,0.0291512915129151,0.0128270042194093,0.0675273088381331,21.8382
"53033032313","Census Tract 323.13; King County; Washington",7404,0.066025474395633,0.11547811993517,0.206275033377837,14.5048
"53033032315","Census Tract 323.15; King County; Washington",5558,0.0222929936305732,0.0374525058802244,0.0655086848635236,23.5139
"53033032316","Census Tract 323.16; King County; Washington",5546,0.0506461753405519,0.0699603317706455,0.121514992109416,25.0001
"53033032317","Census Tract 323.17; King County; Washington",6859,0.0284772182254197,0.0549642805073626,0.101449275362319,23.6031
"53033032318","Census Tract 323.18; King County; Washington",6767,0.0234018264840183,0.0360573370769913,0.067191844300278,25.0001
"53033032319","Census Tract 323.19; King County; Washington",7011,0.0588235294117647,0.0509199828840394,0.16,12.0357
"53033032320","Census Tract 323.20; King County; Washington",4474,0.0308352849336456,0.0127545312150369,0.065883887801696,25.0001
"53033032321","Census Tract 323.21; King County; Washington",6925,0.0228471001757469,0.0266165196007522,0.0907481186365648,25.0001
"53033032322","Census Tract 323.22; King County; Washington",2980,0.0372759856630824,0.0476510067114094,0.104448742746615,24
"53033032323","Census Tract 323.23; King County; Washington",6959,0.0514469453376206,0.0393974507531866,0.116456662848415,21.0804
"53033032324","Census Tract 323.24; King County; Washington",6425,0.106244451021012,0.0664591439688716,0.0808853118712274,19.426
"53033032325","Census Tract 323.25; King County; Washington",6459,0.0916422287390029,0.121226196005574,0.196593854128101,12.1544
"53033032326","Census Tract 323.26; King County; Washington",4080,0.0875402792696026,0.0259803921568627,0.110580747812251,22.8083
"53033032327","Census Tract 323.27; King County; Washington",4036,0.0696608615948671,0.0545094152626363,0.134182174338883,15.8929
"53033032328","Census Tract 323.28; King County; Washington",3140,0.0216147488874762,0.102866242038217,0.213483146067416,23.2179
"53033032330","Census Tract 323.30; King County; Washington",5970,0.0280665280665281,0.0963689554293581,0.129324280633689,15.5462
"53033032331","Census Tract 323.31; King County; Washington",6712,0.0313765182186235,0.135280095351609,0.0953545232273839,14.9657
"53033032332","Census Tract 323.32; King County; Washington",6198,0.0689764780673872,0.142142626653759,0.0948148148148148,23.6597
"53033032333","Census Tract 323.33; King County; Washington",3722,0.11873840445269,0.110693175711983,0.186250999200639,16.7917
"53033032401","Census Tract 324.01; King County; Washington",6246,0.037775763070414,0.0447043742989905,0.116012351124835,15.8555
"53033032402","Census Tract 324.02; King County; Washington",7762,0.0152671755725191,0.162586962123164,0.101255569056298,18.2813
"53033032500","Census Tract 325; King County; Washington",6160,0.0153701380175659,0.035551948051948,0.102158273381295,17.808
"53033032601","Census Tract 326.01; King County; Washington",2266,0.028972783143108,0.0194174757281553,0.0514786418400876,18.7917
"53033032603","Census Tract 326.03; King County; Washington",4171,0.0359417652411283,0.00887077439462959,0.0718390804597701,25.0001
"53033032604","Census Tract 326.04; King County; Washington",5660,0.0260596546310832,0.0183703164787195,0.0488997555012225,19.8526
"53033032605","Census Tract 326.05; King County; Washington",4308,0.0264392324093817,0.0123026926648097,0.0320062451209992,20.1694
"53033032703","Census Tract 327.03; King County; Washington",1821,0,0.0373421197144426,0.037940379403794,11.9655
"53033032704","Census Tract 327.04; King County; Washington",7938,0.0264613904257878,0.0476190476190476,0.135171944160708,17.1544
"53033032705","Census Tract 327.05; King County; Washington",3520,0.0260756192959583,0.0528409090909091,0.0757220921155347,17.5827
"53033032706","Census Tract 327.06; King County; Washington",2627,0.028956228956229,0.0441568328892273,0.0732265446224256,18.1563
"53033032800","Census Tract 328; King County; Washington",2365,0.019485580670304,0.0405919661733615,0.19215291750503,12.375
"53033990100","Census Tract 9901; King County; Washington",0,NA,NA,NA,NA
